Fee Brothers orange bitters,1,0,0,0,15
Fee Brothers peach bitters,1,0,0,0,15
Fennel seeds,2,0,0,0,15
Fernet Branca,7,0,1,1,8
Fernet Branca bitters,10,0,1,1,15
Fernet Branca Menta,1,0,0,0,8
Fever Tree tonic water,1,0,0,0,10
Fieldberry juice,1,0,0,0,11
Figs,1,0,0,0,14
Finest Call margarita mix,1,0,0,0,11
Finlandia cranberry vodka,3,0,0,0,1
Finlandia lime vodka,4,0,0,0,1
Finlandia mango vodka,2,0,0,0,1
Finlandia vodka,21,0,1,1,1
Fino sherry,1,0,0,0,9
Fire and Ice vodka,1,0,0,0,1
Firewater,18,0,1,1,19
Firewater cinnamon schnapps,12,0,1,1,7
Fisherman's Friend menthol candy,1,0,0,0,16
Five Alive fruit juice,4,0,0,0,11
Flag Hill Sugar Maple Liqueur,1,0,0,0,8
Fleissmann's vodka,2,0,0,0,1
Food coloring,25,0,1,1,16
Forbidden Fruit,1,0,0,0,8
Forbidden Fruit liqueur,2,0,0,0,8
Forty Creek Barrel Select Canadian whiskey,1,0,0,0,4
Four Roses bourbon whiskey,3,0,0,0,4
Framboise raspberry liqueur,3,0,0,0,8
Frangelico hazelnut liqueur,253,0,1,1,8
Frank's Original red hot sauce,2,0,0,0,15
French Kiss vanilla liqueur,3,0,0,0,8
French vanilla coffee creamer,2,0,0,0,12
Fresca,10,0,1,1,10
Fresca Black Cherry soda,3,0,0,0,10
Fresca citrus soda,5,0,1,1,10
Fresca grapefruit soda,8,0,1,1,10
Fresca lemon-lime soda,4,0,0,0,10
Fresca peach soda,2,0,0,0,10
Fresh Samantha mango juice,1,0,0,0,11
Fris apple vodka,1,0,0,0,1
Fris vodka,3,0,0,0,1
Fruit,17,0,1,1,14
Fruit cocktail,2,0,0,0,14
Fruit juice,23,0,1,1,11
Fruit punch,48,0,1,1,10
Fruit Salad,1,0,0,0,14
Fruit syrup,2,0,0,0,11
Fruitopia fruit juice,2,0,0,0,11
Fruits of the Forest fruit juice,1,0,0,0,11
Full Throttle energy drink,4,0,0,0,10
Gaetano triple sec,1,0,0,0,8
Galliano,77,0,1,1,8
Galliano black sambuca,1,0,0,0,8
Galliano green sambuca,1,0,0,0,8
Galliano herbal liqueur,119,0,1,1,8
Galliano white sambuca,2,0,0,0,8
Garlic,1,0,0,0,15
Garlic powder,1,0,0,0,15
Gatorade,4,0,0,0,10
Gatorade Citrus Cooler energy drink,1,0,0,0,10
Gatorade Cool Blue Raspberry energy drink,2,0,0,0,10
Gatorade energy drink,17,0,1,1,10
Gatorade Fierce Grape energy drink,1,0,0,0,10
Gatorade Fierce Melon energy drink,1,0,0,0,10
Gatorade Fruit Punch energy drink,2,0,0,0,10
Gatorade Glacier Freeze energy drink,3,0,0,0,10
Gatorade Lemon-Lime energy drink,5,0,1,1,10
Gatorade orange soda,2,0,0,0,10
Gatorade Riptide Rush energy drink,2,0,0,0,10
Gatorade strawberry energy drink,1,0,0,0,10
Gatorade Tropical energy drink,1,0,0,0,10
Gatorade Watermelon Ice energy drink,1,0,0,0,10
Gekkaikan sake,1,0,0,0,9
Gelatin,2,0,0,0,17
Gelato,1,0,0,0,12
Genever,3,0,0,0,8
Genever gin,3,0,0,0,2
Gentleman Jack bourbon whiskey,2,0,0,0,4
George Dickel Tennessee whiskey,8,0,1,1,4
Georgia Moon corn whiskey,7,0,1,1,4
Gibson's Finest Canadian whiskey,1,0,0,0,4
Gilbey's gin,2,0,0,0,2
Gin,1429,0,1,1,2
Ginger,34,0,1,1,15
Ginger ale,338,0,1,1,10
Ginger beer,18,0,1,1,10
Ginger brandy,5,0,1,1,5
Ginger syrup,2,0,0,0,11
Ginger wine,2,0,0,0,9
Ginger-infused vodka,1,0,0,0,1
Ginseng extract,1,0,0,0,15
Glayva Scotch liqueur,6,0,1,1,8
Glenfiddich Scotch whiskey,2,0,0,0,4
Glenlivet Scotch whiskey,1,0,0,0,4
Glycerine,4,0,0,0,16
Go Fast energy drink,1,0,0,0,10
Godet white chocolate liqueur,2,0,0,0,8
Godiva chocolate liqueur,51,0,1,1,8
Godiva liqueur,20,0,1,1,8
Godiva white chocolate liqueur,14,0,1,1,8
Gold rum,59,0,1,1,3
Gold Rush cinnamon schnapps,1,0,0,0,7
Gold sambuca,1,0,0,0,8
Gold tequila,152,0,1,1,6
Golden Grain alcohol,1,0,0,0,19
Goldenbarr chocolate vodka,2,0,0,0,1
Goldschlager cinnamon schnapps,260,0,1,1,7
Gomme syrup,11,0,1,1,11
Gordon's gin,14,0,1,1,2
Gordon's vodka,3,0,0,0,1
Gosling's black rum,1,0,0,0,3
Gosling's Black Seal rum,5,0,1,1,3
Goya peach nectar,1,0,0,0,17
Graham cinnamon crackers,1,0,0,0,16
Grain alcohol,24,0,1,1,19
Grand Marnier,105,0,1,1,5
Grand Marnier orange liqueur,175,0,1,1,8
GranGala orange liqueur,2,0,0,0,8
Granulated sugar,11,0,1,1,17
Grape jello,3,0,0,0,17
Grape juice,62,0,1,1,11
Grape Pucker,2,0,0,0,8
Grape schnapps,3,0,0,0,7
Grape soda,16,0,1,1,10
Grape vodka,1,0,0,0,1
Grapefruit,6,0,1,1,14
Grapefruit juice,269,0,1,1,11
Grapefruit schnapps,1,0,0,0,7
Grapefruit soda,4,0,0,0,10
Grapefruit-lemon soda,4,0,0,0,10
Grapes,8,0,1,1,14
Grappa,5,0,1,1,19
Greek seasoning,1,0,0,0,15
Green apple jell-o,2,0,0,0,17
Green apple schnapps,1,0,0,0,7
Green apple soda,1,0,0,0,10
Green apple vodka,2,0,0,0,1
Green apple wine cooler,1,0,0,0,13
Green Chartreuse,71,0,1,1,8
Green Chili,1,0,0,0,15
Green Creme de Menthe,124,0,1,1,8
Green Curacao,5,0,1,1,8
Green Curacao liqueur,1,0,0,0,8
Green Ginger Wine,6,0,1,1,9
Green tea,4,0,0,0,18
Grenadine syrup,1506,0,1,1,11
Grey Goose L'Orange vodka,8,0,1,1,1
Grey Goose La Poire vodka,2,0,0,0,1
Grey Goose Le Citron vodka,4,0,0,0,1
Grey Goose vanilla vodka,3,0,0,0,1
Grey Goose vodka,64,0,1,1,1
Guava juice,26,0,1,1,11
Guava nectar,4,0,0,0,17
Guava puree,1,0,0,0,17
Guava syrup,3,0,0,0,11
Guavaberry liqueur,4,0,0,0,8
Guinness stout,36,0,1,1,13
Gummi bears,4,0,0,0,16
Haagen Dazs cream liqueur,1,0,0,0,8
Habanero pepper sauce,3,0,0,0,15
Haitian dark rum,1,0,0,0,3
Half-and-half,155,0,1,1,12
Hamspburg absinthe,1,0,0,0,19
Hangar One Mandarin Blossom vodka,1,0,0,0,1
Hard cider,3,0,0,0,13
Hard lemonade,1,0,0,0,13
Harvey's Bristol Creme,1,0,0,0,8
Harveys Bristol Cream sherry,3,0,0,0,9
Havana Club 7 Years rum,2,0,0,0,3
Havana Club Anejo Especial rum,1,0,0,0,3
Havana Club Anejo Reserva rum,3,0,0,0,3
Havana Club dark rum,2,0,0,0,3
Havana Club white rum,5,0,1,1,3
Hawaiian Punch,35,0,1,1,10
Hawaiian Punch Blue Berry Typhoon,1,0,0,0,10
Hawaiian Punch Fruit Juicy Red,1,0,0,0,10
Hawaiian Punch Green Berry Rush,2,0,0,0,10
Hawaiian Sun passion-fruit drink,1,0,0,0,10
Hazelnut creamer,1,0,0,0,12
Hazelnut liqueur,18,0,1,1,8
Hazelnuts,2,0,0,0,14
Heaven Hill bourbon whiskey,4,0,0,0,4
Heavy cream,101,0,1,1,12
Heering cherry liqueur,15,0,1,1,8
Heineken lager,3,0,0,0,13
Hellmann's mayonnaise,1,0,0,0,16
Hennessy cognac,53,0,1,1,5
Henry McKenna bourbon whiskey,3,0,0,0,4
Herbsaint liqueur,1,0,0,0,8
Herradura silver tequila,2,0,0,0,6
Hershey's caramel syrup,2,0,0,0,11
Hershey's chocolate milk,1,0,0,0,12
Hershey's chocolate syrup,17,0,1,1,11
Hershey's cocoa,1,0,0,0,18
Hi-C orange soda,1,0,0,0,10
Hiram Walker apricot brandy,1,0,0,0,5
Hiram Walker Blue Curacao liqueur,2,0,0,0,8
Hiram Walker creme de noyaux liqueur,1,0,0,0,8
Hiram Walker peppermint schnapps,1,0,0,0,7
Hiram Walker triple sec,1,0,0,0,8
Honey,87,0,1,1,17
Honey liqueur,1,0,0,0,8
Honey syrup,3,0,0,0,11
Honey vodka,2,0,0,0,1
Honeydew melon,2,0,0,0,14
Hooper's Hooch,3,0,0,0,13
Horchata,3,0,0,0,16
Horseradish,20,0,1,1,15
Hot chocolate,69,0,1,1,18
Hot cocoa,1,0,0,0,18
Hot Damn,19,0,1,1,8
Hot pepper sauce,9,0,1,1,15
Hot red pepper flakes,1,0,0,0,16
Hot Sauce From Hell pepper sauce,1,0,0,0,15
Hpnotiq,4,0,0,0,19
Hpnotiq liqueur,129,0,1,1,8
Hurricane malt liquor,1,0,0,0,13
IBC root beer,1,0,0,0,10
Ice,1215,0,1,1,0
Ice 101 peppermint schnapps,10,0,1,1,7
Ice cream,43,0,1,1,12
Iceberg vodka,1,0,0,0,1
Iced tea,53,0,1,1,18
Icewine,1,0,0,0,9
Icing sugar,1,0,0,0,17
Ikon vodka,1,0,0,0,1
Inferno Pepper Pot vodka,1,0,0,0,1
Instant coffee,5,0,1,1,18
Irish Mist herbal liqueur,27,0,1,1,8
Irish whiskey,83,0,1,1,4
Island pineapple jell-o,1,0,0,0,17
Italian brandy,1,0,0,0,5
Italian vermouth,6,0,1,1,9
Izarra herbal liqueur,1,0,0,0,8
J & B Scotch whiskey,2,0,0,0,4
Jack Daniel's Downhome Punch,1,0,0,0,13
Jack Daniel's Old No.7 Tennessee whiskey,2,0,0,0,4
Jack Daniel's Tennessee whiskey,341,0,1,1,4
Jack Iron strong Caribbean rum,1,0,0,0,3
Jacquin's orange flavored gin,1,0,0,0,2
Jacquin's peach schnapps,1,0,0,0,7
Jagermeister,153,0,1,1,19
Jagermeister herbal liqueur,311,0,1,1,8
Jalapeno pepper,6,0,1,1,15
Jamaican dark rum,39,0,1,1,3
Jamaican ginger beer,1,0,0,0,10
Jamaican rum cream,1,0,0,0,3
Jameson Irish whiskey,30,0,1,1,4
Jello,13,0,1,1,17
Jelly,1,0,0,0,17
Jeremiah Weed bourbon whiskey,1,0,0,0,4
Jim Beam,27,0,1,1,4
Jim Beam Black Label bourbon whiskey,12,0,1,1,4
Jim Beam bourbon whiskey,122,0,1,1,4
Jim Beam rye whiskey,4,0,0,0,4
Jim Beam's Choice bourbon whiskey,1,0,0,0,4
Johnnie Walker,12,0,1,1,4
Johnnie Walker Black Label Scotch whiskey,7,0,1,1,4
Johnnie Walker Red Label Scotch whiskey,9,0,1,1,4
Johnnie Walker Scotch whiskey,15,0,1,1,4
Jolt Cola,4,0,0,0,10
Jone's Soda Berry Lemonade,1,0,0,0,10
Jones Blue Bubble-gum soda,1,0,0,0,10
Jones cream soda,3,0,0,0,10
Jones FuFu berry soda,1,0,0,0,10
Jones green apple soda,3,0,0,0,10
Jose Cuervo,9,0,1,1,6
Jose Cuervo 1800 tequila,16,0,1,1,6
Jose Cuervo Citrico Tequila,1,0,0,0,6
Jose Cuervo Clasico silver tequila,5,0,1,1,6
Jose Cuervo Especial gold tequila,88,0,1,1,6
Jose Cuervo gold tequila,19,0,1,1,6
Jose Cuervo margarita mix,5,0,1,1,11
Jose Cuervo silver tequila,1,0,0,0,6
Jose Cuervo white tequila,2,0,0,0,6
Jubilee peach schnapps,1,0,0,0,7
Juicy Juice orange tangerine juice,3,0,0,0,11
Juicy Juice peach juice,1,0,0,0,11
Juicy Juice Tropical juice,1,0,0,0,11
Juicy Juice watermelon juice,1,0,0,0,11
Just Desserts chocolate chip cookie cream liqueur,1,0,0,0,8
Kahlua coffee liqueur,883,0,1,1,8
Kahlua Especial coffee liqueur,3,0,0,0,8
Kahlua French Vanilla liqueur,1,0,0,0,8
Kamchatka vodka,2,0,0,0,1
Kamora coffee liqueur,18,0,1,1,8
Kazkar Feni cashew apple liqueur,6,0,1,1,8
Ke Ke Beach key lime liqueur,3,0,0,0,8
Keglevich fresh mint vodka,1,0,0,0,1
Kentucky Gentleman bourbon whiskey,1,0,0,0,4
Kentucky Tavern bourbon whiskey,1,0,0,0,4
Kern's strawberry nectar,1,0,0,0,17
Kerns guava juice,1,0,0,0,11
Kerns pear nectar,1,0,0,0,17
Kerns Pineapple-Coconut Nectar,1,0,0,0,17
Kerns strawberry-banana nectar,1,0,0,0,17
Ketel One vodka,15,0,1,1,1
Key Largo schnapps,4,0,0,0,7
Key lime,2,0,0,0,14
Key lime juice,6,0,1,1,11
Key lime liqueur,1,0,0,0,8
Keystone lager,1,0,0,0,13
Keystone Light lager,1,0,0,0,13
Kina Lillet Blanc wine,1,0,0,0,9
Kirschwasser cherry brandy,51,0,1,1,5
Kit Kat chocolate bar,1,0,0,0,16
Kiwi,15,0,1,1,14
Kiwi juice,2,0,0,0,11
Kiwi liqueur,10,0,1,1,8
Kiwi syrup,2,0,0,0,11
Kiwi-strawberry juice,1,0,0,0,11
Kleiner Feigling vodka,1,0,0,0,1
Knob Creek bourbon whiskey,4,0,0,0,4
Kona coffee liqueur,1,0,0,0,8
Kool-Aid,52,0,1,1,11
Kool-Aid Berry Blue mix,5,0,1,1,11
Kool-Aid Blue Raspberry mix,5,0,1,1,11
Kool-Aid Cherry mix,7,0,1,1,11
Kool-Aid Grape mix,2,0,0,0,11
Kool-Aid Lemon-Lime mix,2,0,0,0,11
Kool-Aid Lemonade Tea mix,1,0,0,0,11
Kool-Aid Orange mix,2,0,0,0,11
Kool-Aid Strawberry mix,1,0,0,0,11
Kool-Aid Tangerine mix,1,0,0,0,11
Kool-Aid Tropical Punch mix,1,0,0,0,11
Korbel brandy,1,0,0,0,5
Krekling Arctic Crowberry Frost,1,0,0,0,19
Kronik energy drink,2,0,0,0,10
Kummel caraway liqueur,14,0,1,1,8
Kumquat,2,0,0,0,14
Kwai Feh lychee liqueur,1,0,0,0,8
La Grande Passion liqueur,2,0,0,0,8
La Paz strawberry margarita mix,1,0,0,0,11
Lager,23,0,1,1,13
Lakka,7,0,1,1,8
Lamb's navy rum,1,0,0,0,3
Lambrusco red wine,1,0,0,0,9
Lapponia cloudberry liqueur,1,0,0,0,8
Lapponia Lakka cloudberry liqueur,5,0,1,1,8
Larios gin,1,0,0,0,2
Latte,1,0,0,0,18
LBV port,16,0,1,1,9
Lea & Perrins Worcestershire sauce,1,0,0,0,15
Lemon,479,0,1,1,14
Lemon and lime juice,1,0,0,0,11
Lemon cordial,2,0,0,0,8
Lemon gin,5,0,1,1,2
Lemon grass,1,0,0,0,16
Lemon iced tea,4,0,0,0,18
Lemon Italian ice,1,0,0,0,16
Lemon juice,1213,0,1,1,11
Lemon liqueur,4,0,0,0,8
Lemon mix,1,0,0,0,11
Lemon peel,135,0,1,1,15
Lemon rum,5,0,1,1,3
Lemon schnapps,2,0,0,0,7
Lemon sherbet,6,0,1,1,12
Lemon soda,5,0,1,1,10
Lemon squash,1,0,0,0,16
Lemon syrup,2,0,0,0,11
Lemon vodka,50,0,1,1,1
Lemon-lime mix,11,0,1,1,11
Lemon-lime soda,93,0,1,1,10
Lemonade,386,0,1,1,10
Lemonel lemon liqueur,1,0,0,0,8
Leroux banana liqueur,1,0,0,0,8
Leroux pina colada schnapps,1,0,0,0,7
Licor 43 liqueur,37,0,1,1,8
Licor Beirao herbal liqueur,1,0,0,0,8
Licorice,1,0,0,0,16
Licorice liqueur,1,0,0,0,8
Licorice root,1,0,0,0,16
Light beer,3,0,0,0,13
Light cream,124,0,1,1,12
Light rum,554,0,1,1,3
Lillet,4,0,0,0,9
Lillet Blanc wine,17,0,1,1,9
Lime,438,0,1,1,14
Lime cordial,13,0,1,1,11
Lime gin,2,0,0,0,2
Lime jell-o,4,0,0,0,17
Lime juice,1003,0,1,1,11
Lime juice cordial,17,0,1,1,11
Lime liqueur,7,0,1,1,8
Lime mix,4,0,0,0,11
Lime peel,15,0,1,1,15
Lime sherbet,2,0,0,0,12
Lime soda,1,0,0,0,10
Lime syrup,5,0,1,1,11
Lime vodka,25,0,1,1,1
Lime-flavored seltzer water,1,0,0,0,10
Limeade,40,0,1,1,10
Limoncello,8,0,1,1,8
Limoncello lemon liqueur,15,0,1,1,8
Lingonberry jam,1,0,0,0,17
Lipton Brisk iced tea,3,0,0,0,18
Lipton iced tea,5,0,1,1,18
Lipton peach iced tea,1,0,0,0,18
Liqueur,6,0,1,1,8
Lismore scotch whiskey,1,0,0,0,4
Listerine Cool Mint mouthwash,1,0,0,0,16
London dry gin,7,0,1,1,2
Long island iced tea mix,1,0,0,0,11
Looza banana nectar,2,0,0,0,17
Looza mango nectar,2,0,0,0,17
Looza pear nectar,1,0,0,0,17
Lord Calvert Canadian whiskey,2,0,0,0,4
Louisiana hot sauce,2,0,0,0,15
Luxardo maraschino liqueur,1,0,0,0,8
Luxardo white sambuca,1,0,0,0,8
Lychee,6,0,1,1,14
Lychee juice,3,0,0,0,11
Lychee liqueur,8,0,1,1,8
Lychee soda,1,0,0,0,10
Lychee wine,2,0,0,0,9
Macadamia nut liqueur,1,0,0,0,8
Mace,2,0,0,0,16
Mad Dog 20/20,3,0,0,0,9
Mad Dog grape wine,1,0,0,0,9
Madeira,15,0,1,1,9
Maker's Mark bourbon whiskey,12,0,1,1,4
Malibu banana rum,3,0,0,0,3
Malibu coconut rum,427,0,1,1,3
Malibu mango rum,27,0,1,1,3
Malibu passion fruit rum,7,0,1,1,3
Malibu pineapple rum,11,0,1,1,3
Malibu rum,265,0,1,1,3
Malt,1,0,0,0,13
Malt liquor,5,0,1,1,13
Mandarin,3,0,0,0,14
Mandarin juice,45,0,1,1,11
Mandarin liqueur,2,0,0,0,8
Mandarin soda,1,0,0,0,10
Mandarine Napoleon,11,0,1,1,5
Mandarine Napoleon orange liqueur,33,0,1,1,8
Mango,31,0,1,1,14
Mango jell-o,1,0,0,0,17
Mango juice,54,0,1,1,11
Mango liqueur,6,0,1,1,8
Mango mix,1,0,0,0,11
Mango nectar,9,0,1,1,17
Mango puree,3,0,0,0,17
Mango rum,15,0,1,1,3
Mango schnapps,1,0,0,0,7
Mango sherbet,1,0,0,0,12
Mango syrup,9,0,1,1,11
Mango vodka,1,0,0,0,1
Manila dark rum,1,0,0,0,3
Manischewitz red wine,1,0,0,0,9
Maple syrup,37,0,1,1,11
Maracuja juice,1,0,0,0,11
Maracuja syrup,1,0,0,0,11
Maraschino cherries,171,0,1,1,14
Maraschino cherry juice,23,0,1,1,11
Maraschino liqueur,145,0,1,1,8
Maraschino syrup,4,0,0,0,11
Margarita mix,50,0,1,1,11
Margaritaville gold tequila,1,0,0,0,6
Marie Brizard anisette licorice liqueur,2,0,0,0,8
Marie Brizard apple liqueur,1,0,0,0,8
Marie Brizard Apry apricot brandy,5,0,1,1,5
Marie Brizard cherry liqueur,1,0,0,0,8
Marie Brizard Coconut Passion liqueur,1,0,0,0,8
Marie Brizard creme de banane,1,0,0,0,8
Marie Brizard Creme de Fraise des Bois,6,0,1,1,8
Marie Brizard creme de mure,4,0,0,0,8
Marie Brizard Lime Citron liqueur,1,0,0,0,8
Marie Brizard Mango Passion liqueur,2,0,0,0,8
Marie Brizard orange curacao,1,0,0,0,8
Marie Brizard peach liqueur,3,0,0,0,8
Marie Brizard Poire Williams pear liqueur,3,0,0,0,8
Marie Brizard watermelon liqueur,2,0,0,0,8
Marie Brizard white creme de cacao liqueur,1,0,0,0,8
Marinade,1,0,0,0,16
Marjoram leaves,1,0,0,0,15
Marmalade,2,0,0,0,16
Marsala white wine,1,0,0,0,9
Marshmallows,6,0,1,1,15
Martinelli's apple cider,3,0,0,0,10
Martini & Rossi bianco vermouth,3,0,0,0,9
Martini & Rossi dry vermouth,9,0,1,1,9
Martini & Rossi extra dry vermouth,5,0,1,1,9
Martini & Rossi sweet vermouth,4,0,0,0,9
Martinique rum,1,0,0,0,3
Maui Blue Hawaiian schnapps,48,0,1,1,7
Maui tropical schnapps,3,0,0,0,7
Mayfield Rocky Road ice cream,1,0,0,0,12
MC2 Berry Blue energy drink,1,0,0,0,10
McCormick peach vodka,1,0,0,0,1
McCormick's Hot Shot,1,0,0,0,15
McCormick's vodka,1,0,0,0,1
McGuinness blue Curacao liqueur,1,0,0,0,8
McGuinness creme de banane,1,0,0,0,8
McGuinness creme de menthe,1,0,0,0,8
McGuinness melon liqueur,3,0,0,0,8
Mcguire's Irish cream,1,0,0,0,8
MD 20/20 grape-flavored wine,1,0,0,0,9
Mello Yello citrus soda,8,0,1,1,10
Melloni melon liqueur,1,0,0,0,8
Melon Deoria liqueur,1,0,0,0,8
Melon juice,1,0,0,0,11
Melon liqueur,219,0,1,1,8
Melon schnapps,1,0,0,0,7
Melon vodka,3,0,0,0,1
Melons,3,0,0,0,14
Merlot red wine,5,0,1,1,9
Metaxa,5,0,1,1,5
Metaxa 5 Star,1,0,0,0,5
Metaxa Brandy,5,0,1,1,5
Metromint peppermint water,1,0,0,0,10
Mexican hot chocolate,3,0,0,0,18
Meyer lemon juice,2,0,0,0,11
Mezcal,8,0,1,1,19
MGD Lite lager,1,0,0,0,13
Mickey Finn's butterscotch and vanilla liqueur,1,0,0,0,8
Mickey's malt liquor,1,0,0,0,13
Midori melon liqueur,591,0,1,1,8
Mike's hard lemonade,2,0,0,0,10
Milagro blanco tequila,2,0,0,0,6
Military Special white rum,1,0,0,0,3
Milk,572,0,1,1,12
Miller's gin,1,0,0,0,2
Milo's sweet tea,2,0,0,0,18
Mineral water,2,0,0,0,10
Mint,117,0,1,1,15
Mint chocolate ice cream,2,0,0,0,12
Mint liqueur,6,0,1,1,8
Mint schnapps,2,0,0,0,7
Mint syrup,4,0,0,0,11
Minute Maid berry punch,1,0,0,0,11
Minute Maid cherry limeade,1,0,0,0,11
Minute Maid cherry punch,1,0,0,0,11
Minute Maid fruit punch,4,0,0,0,11
Minute Maid grape punch,1,0,0,0,11
Minute Maid lemonade,3,0,0,0,11
Minute Maid limeade,3,0,0,0,11
Minute Maid orange juice,1,0,0,0,11
Minute Maid pink lemonade,1,0,0,0,11
Mixed-berry marinade,1,0,0,0,16
Mohawk Extra Sharp ginger brandy,1,0,0,0,5
Mohawk triple sec,1,0,0,0,8
Molasses,7,0,1,1,15
Molinari black sambuca,1,0,0,0,8
Molinari sambuca extra,1,0,0,0,8
Molson Canadian beer,1,0,0,0,13
Monin apple syrup,1,0,0,0,11
Monin bitter,1,0,0,0,15
Monin blue curacao syrup,1,0,0,0,11
Monin cherry syrup,1,0,0,0,11
Monin cinnamon syrup,1,0,0,0,11
Monin coconut syrup,1,0,0,0,11
Monin gingerbread syrup,1,0,0,0,11
Monin hazelnut syrup,1,0,0,0,11
Monster energy drink,26,0,1,1,10
Monster Energy Green,1,0,0,0,10
Montezuma gold tequila,1,0,0,0,6
Moonshine whiskey,3,0,0,0,4
Morton salt,1,0,0,0,15
Mott's clamato juice,4,0,0,0,11
Mount Gay Barbados rum,8,0,1,1,3
Mount Gay mango rum,1,0,0,0,3
Mountain Berry Kool-Aid,1,0,0,0,11
Mountain Dew,76,0,1,1,10
Mountain Dew Baja Blast lime soda,1,0,0,0,10
Mountain Dew citrus soda,101,0,1,1,10
Mountain Dew Code Red soda,10,0,1,1,10
Mountain Dew lime soda,10,0,1,1,10
Mountain Dew Livewire,2,0,0,0,10
Mountain Dew MDX energy drink,2,0,0,0,10
Mountain Dew Pitch Black II,1,0,0,0,10
Mountain Dew Pitch Black soda,5,0,1,1,10
Moxie energy drink,1,0,0,0,10
Mozart Black chocolate liqueur,8,0,1,1,8
Mozart chocolate liqueur,1,0,0,0,8
Mozart Original chocolate liqueur,11,0,1,1,8
Mozart White chocolate liqueur,6,0,1,1,8
Mr & Mrs T sweet and sour mix,1,0,0,0,11
Mr & Mrs T's pina colada mix,2,0,0,0,11
Mr. and Mrs T Margarita Mix,1,0,0,0,11
Mudslide mix,2,0,0,0,11
Mug root beer,2,0,0,0,10
Muscatel wine,2,0,0,0,9
Muscovado sugar,1,0,0,0,17
Mustard,1,0,0,0,15
Myer's dark rum,32,0,1,1,3
Nachtmusiek chocolate liqueur,1,0,0,0,8
Nacional silver tequila,1,0,0,0,6
Naked Juice Mighty Mango Smoothie,1,0,0,0,11
Napolean brandy,2,0,0,0,5
Nellie & Joe's Key West lime juice,1,0,0,0,11
Nesquik chocolate milk,1,0,0,0,12
Nesquik chocolate powder,1,0,0,0,15
Nestea diet iced tea,1,0,0,0,18
Nestea iced tea,4,0,0,0,18
Nestea peach iced tea,1,0,0,0,18
Nestea raspberry iced tea,1,0,0,0,18
Nestle chocolate syrup,1,0,0,0,11
Nestle hot chocolate,3,0,0,0,18
Newcastle Brown Ale lager,2,0,0,0,9
Newfoundland Screech dark rum,2,0,0,0,3
Nocello walnut liqueur,1,0,0,0,8
Noilly Prat French vermouth,7,0,1,1,9
NuGrape soda,1,0,0,0,10
Nutmeg,132,0,1,1,15
Nuts,3,0,0,0,14
Ocean Spray cran-grape juice,2,0,0,0,11
Ocean Spray cran-mango juice,1,0,0,0,11
Ocean Spray cranberry juice,21,0,1,1,11
Ocean Spray Cranberry Juice Cocktail,7,0,1,1,11
Ocean Spray cranberry-cherry juice,1,0,0,0,11
Ocean Spray Cranberry-Raspberry Juice,1,0,0,0,11
Ocean Spray grapefruit juice,1,0,0,0,11
Ocean Spray Kiwi-Strawberry Juice,1,0,0,0,11
Ocean Spray mango juice,1,0,0,0,11
Ocean Spray pineapple juice,1,0,0,0,11
Ocean Spray Ruby Red grapefruit juice,1,0,0,0,11
Ocean Spray White Cranberry & Strawberry Juice,1,0,0,0,11
Ocean Spray white cranberry juice,3,0,0,0,11
Offley Rich tawny port,1,0,0,0,9
Oh Canada maple liqueur,1,0,0,0,8
Ojen anise liqueur,1,0,0,0,8
Okra,1,0,0,0,15
Old Charter bourbon whiskey,1,0,0,0,4
Old Crow bourbon whiskey,3,0,0,0,4
Old Fitzgerald bourbon whiskey,1,0,0,0,4
Old Grandad bourbon whiskey,7,0,1,1,4
Old Herold Koniferum Borovicka vodka,1,0,0,0,1
Old Krupnik honey liqueur,2,0,0,0,8
Old Orchard Pomagranate Cherry,1,0,0,0,14
Old Orchard pomegranate blueberry juice,1,0,0,0,11
Old Overholt rye whiskey,1,0,0,0,4
Old Potrero rye whiskey,1,0,0,0,4
Old-fashioned mix,1,0,0,0,11
Oliphant orange vodka,1,0,0,0,1
Olive juice,19,0,1,1,11
Olives,43,0,1,1,15
Olorosa sherry,1,0,0,0,9
Onion powder,1,0,0,0,15
Onions,1,0,0,0,15
OP flavored vodka,1,0,0,0,1
Opal Nera black sambuca,4,0,0,0,8
Orange,258,0,1,1,14
Orange bitters,152,0,1,1,15
Orange brandy,1,0,0,0,5
Orange cognac liqueur,1,0,0,0,5
Orange crush,2,0,0,0,10
Orange Curacao liqueur,59,0,1,1,8
Orange flower water,1,0,0,0,10
Orange jell-o,3,0,0,0,17
Orange juice,2098,0,1,1,11
Orange liqueur,18,0,1,1,8
Orange peel,30,0,1,1,14
Orange Reef vodka,2,0,0,0,1
Orange rum,3,0,0,0,3
Orange schnapps,1,0,0,0,7
Orange sherbet,6,0,1,1,12
Orange soda,47,0,1,1,10
Orange spiral,7,0,1,1,14
Orange squash,1,0,0,0,14
Orange syrup,1,0,0,0,11
Orange vodka,56,0,1,1,1
Orange-flower water,4,0,0,0,10
Orange-pineapple juice,4,0,0,0,11
Orange-Strawberry Sunny Delight,1,0,0,0,10
Orangeade,2,0,0,0,11
Orangina orange soda,4,0,0,0,10
Oregano,1,0,0,0,15
Oreo Chocolate Cookies,8,0,1,1,16
Orgeat syrup,39,0,1,1,11
Otard cognac,1,0,0,0,5
Oude genever gin,1,0,0,0,2
